Phone Number,Account Length,VMail Message,Day Mins,Day Calls,Day Charge,Eve Mins,Eve Calls,Eve Charge,Night Mins,Night Calls,Night Charge,Intl Mins,Intl Calls,Intl Charge,CustServ Calls,Churn,Total Mins,Total Calls,Avg Calls per Day,HighServiceCaller
332-5596,121,0,103.3,110.0,17.56,129.1,82.0,10.97,167.1,113.0,7.52,10.7,3.0,2.89,0,False,410.2,308.0,2.5454545454545454,0
332-5820,145,0,224.2,89.0,38.11,314.9,121.0,26.77,182.9,121.0,8.23,16.1,3.0,4.35,1,True,738.0999999999999,334.0,2.303448275862069,0
332-5949,46,0,257.4,67.0,43.76,261.1,91.0,22.19,204.4,107.0,9.2,13.4,5.0,3.62,2,True,736.3,270.0,5.869565217391305,0
332-5964,56,0,146.1,57.0,24.84,196.2,97.0,16.68,310.1,110.0,13.95,9.2,3.0,2.48,0,False,661.6,267.0,4.767857142857143,0
332-6139,152,41,146.8,128.0,24.96,285.6,96.0,24.28,213.6,80.0,9.61,4.3,2.0,1.16,1,True,650.3,306.0,2.013157894736842,0
332-6181,129,0,334.3,118.0,56.83,192.1,104.0,16.33,191.0,83.0,8.59,10.4,6.0,2.81,0,True,727.8,311.0,2.4108527131782944,0
332-6633,134,40,142.9,105.0,24.29,88.6,61.0,7.53,290.0,96.0,13.05,10.8,6.0,2.92,1,False,532.3,268.0,2.0,0
332-6934,78,0,149.7,119.0,25.45,182.2,115.0,15.49,261.5,126.0,11.77,9.7,8.0,2.62,0,False,603.1,368.0,4.717948717948718,0
332-6958,89,0,105.9,151.0,18.0,189.6,142.0,16.12,170.9,67.0,7.69,12.7,7.0,3.43,0,False,479.09999999999997,367.0,4.123595505617978,0
332-7391,25,0,242.6,69.0,41.24,209.0,117.0,17.77,219.7,82.0,9.89,14.4,6.0,3.89,2,False,685.6999999999999,274.0,10.96,0
332-7607,33,35,161.9,85.0,27.52,151.2,82.0,12.85,191.0,131.0,8.59,8.5,2.0,2.3,1,False,512.6,300.0,9.090909090909092,0
332-8103,91,31,273.0,78.0,46.41,215.5,98.0,18.32,104.7,114.0,4.71,9.6,2.0,2.59,1,False,602.8000000000001,292.0,3.208791208791209,0
332-8160,149,28,180.7,92.0,30.72,187.8,64.0,15.96,265.5,53.0,11.95,12.6,3.0,3.4,3,False,646.6,212.0,1.4228187919463087,0
332-8764,80,0,202.4,118.0,34.41,260.2,67.0,22.12,177.4,112.0,7.98,9.2,5.0,2.48,3,False,649.2,302.0,3.775,0
332-9118,101,42,209.2,82.0,35.56,159.7,74.0,13.57,181.6,100.0,8.17,9.5,3.0,2.57,0,False,560.0,259.0,2.5643564356435644,0
332-9446,130,0,154.0,95.0,26.18,205.9,106.0,17.5,233.7,75.0,10.52,12.9,1.0,3.48,1,False,606.4999999999999,277.0,2.1307692307692307,0
332-9460,149,0,176.2,87.0,29.95,145.0,81.0,12.33,249.5,92.0,11.23,5.7,4.0,1.54,0,False,576.4000000000001,264.0,1.7718120805369129,0
332-9525,80,31,166.4,92.0,28.29,238.3,74.0,20.26,150.7,84.0,6.78,10.7,4.0,2.89,4,False,566.1000000000001,254.0,3.175,1
332-9891,149,0,140.4,94.0,23.87,271.8,92.0,23.1,188.3,108.0,8.47,11.1,9.0,3.0,1,False,611.6,303.0,2.033557046979866,0
332-9896,71,0,211.2,70.0,35.9,252.7,122.0,21.48,225.8,104.0,10.16,12.3,3.0,3.32,0,False,702.0,299.0,4.211267605633803,0
333-1012,108,41,171.6,110.0,29.17,136.1,78.0,11.57,183.4,103.0,8.25,10.8,7.0,2.92,0,False,501.90000000000003,298.0,2.759259259259259,0
333-1967,70,0,170.2,98.0,28.93,155.2,102.0,13.19,228.6,76.0,10.29,15.0,2.0,4.05,1,False,569.0,278.0,3.9714285714285715,0
333-2337,100,0,188.5,152.0,32.05,148.3,115.0,12.61,179.8,88.0,8.09,15.2,5.0,4.1,2,False,531.8000000000001,360.0,3.6,0
333-2611,55,0,194.1,121.0,33.0,176.6,110.0,15.01,302.8,136.0,13.63,7.0,7.0,1.89,2,False,680.5,374.0,6.8,0
333-2906,133,0,245.8,102.0,41.79,264.7,90.0,22.5,111.7,103.0,5.03,11.2,7.0,3.02,0,False,633.4000000000001,302.0,2.2706766917293235,0
333-2964,94,0,136.2,114.0,23.15,165.1,118.0,14.03,137.9,71.0,6.21,9.6,5.0,2.59,0,False,448.79999999999995,308.0,3.276595744680851,0
333-3010,98,36,168.0,81.0,28.56,163.2,125.0,13.87,172.7,120.0,7.77,8.0,2.0,2.16,6,True,511.9,328.0,3.3469387755102042,1
333-3221,73,0,214.3,145.0,36.43,268.5,135.0,22.82,241.2,92.0,10.85,10.8,13.0,2.92,1,False,734.8,385.0,5.273972602739726,0
333-3421,110,0,149.8,112.0,25.47,180.0,93.0,15.3,140.0,119.0,6.3,11.7,4.0,3.16,2,False,481.5,328.0,2.981818181818182,0
333-3447,100,25,246.6,94.0,41.92,141.4,112.0,12.02,189.8,109.0,8.54,13.0,5.0,3.51,1,False,590.8,320.0,3.2,0
333-3460,159,0,198.8,107.0,33.8,195.5,91.0,16.62,213.3,120.0,9.6,16.5,7.0,4.46,5,False,624.1,325.0,2.0440251572327046,1
333-3531,160,0,176.2,90.0,29.95,196.0,115.0,16.66,263.9,95.0,11.88,9.2,4.0,2.48,1,False,645.3,304.0,1.9,0
333-3595,93,0,176.1,103.0,29.94,199.7,130.0,16.97,263.9,96.0,11.88,8.5,6.0,2.3,2,False,648.1999999999999,335.0,3.6021505376344085,0
333-3704,115,0,245.2,105.0,41.68,159.0,109.0,13.52,229.9,74.0,10.35,7.2,8.0,1.94,0,False,641.3000000000001,296.0,2.5739130434782607,0
333-4154,83,0,202.3,87.0,34.39,201.5,111.0,17.13,101.7,82.0,4.58,6.8,4.0,1.84,0,False,512.3,284.0,3.4216867469879517,0
333-4492,135,0,190.9,44.0,32.45,161.4,109.0,13.72,231.9,100.0,10.44,8.4,2.0,2.27,1,False,592.6,255.0,1.8888888888888888,0
333-4594,92,29,201.3,130.0,34.22,203.7,115.0,17.31,129.9,113.0,5.85,6.4,6.0,1.73,1,True,541.3,364.0,3.9565217391304346,0
333-5101,140,0,120.3,108.0,20.45,240.4,84.0,20.43,216.4,74.0,9.74,7.7,3.0,2.08,4,True,584.8000000000001,269.0,1.9214285714285715,1
333-5295,126,31,278.0,88.0,47.26,253.2,65.0,21.52,223.2,114.0,10.04,8.7,4.0,2.35,0,False,763.1000000000001,271.0,2.1507936507936507,0
333-5430,98,31,121.0,105.0,20.57,218.9,98.0,18.61,226.7,110.0,10.2,12.0,1.0,3.24,1,False,578.5999999999999,314.0,3.204081632653061,0
333-5551,166,0,152.1,95.0,25.86,121.0,105.0,10.29,198.0,126.0,8.91,9.8,5.0,2.65,0,False,480.90000000000003,331.0,1.9939759036144578,0
333-5609,82,24,155.2,131.0,26.38,244.5,106.0,20.78,122.4,68.0,5.51,10.7,3.0,2.89,1,False,532.8000000000001,308.0,3.7560975609756095,0
333-5729,168,0,163.4,134.0,27.78,240.1,87.0,20.41,164.0,147.0,7.38,11.6,2.0,3.13,2,True,579.1,370.0,2.2023809523809526,0
333-6296,84,0,216.1,114.0,36.74,197.5,107.0,16.79,217.8,104.0,9.8,9.8,3.0,2.65,1,False,641.2,328.0,3.9047619047619047,0
333-6575,194,0,193.3,106.0,32.86,169.0,150.0,14.37,225.2,122.0,10.13,11.8,4.0,3.19,0,False,599.3,382.0,1.9690721649484537,0
333-7225,95,0,190.2,119.0,32.33,157.1,70.0,13.35,181.5,120.0,8.17,14.0,6.0,3.78,0,False,542.8,315.0,3.3157894736842106,0
333-7449,148,0,17.6,121.0,2.99,161.7,125.0,13.74,203.1,82.0,9.14,10.6,6.0,2.86,1,False,393.0,334.0,2.2567567567567566,0
333-7460,83,26,226.4,117.0,38.49,234.7,97.0,19.95,133.6,82.0,6.01,10.8,7.0,2.92,1,False,605.5,303.0,3.6506024096385543,0
333-7631,80,0,322.3,113.0,54.79,222.0,95.0,18.87,162.8,123.0,7.33,6.7,8.0,1.81,0,True,713.8,339.0,4.2375,0
333-7637,75,0,117.3,114.0,19.94,201.1,61.0,17.09,107.9,82.0,4.86,12.2,3.0,3.29,1,False,438.49999999999994,260.0,3.466666666666667,0
333-7749,141,0,260.2,131.0,44.23,179.2,120.0,15.23,135.0,119.0,6.08,7.2,8.0,1.94,3,False,581.6,378.0,2.6808510638297873,0
333-7869,169,0,142.5,82.0,24.23,231.4,110.0,19.67,131.2,67.0,5.9,10.0,4.0,2.7,2,False,515.0999999999999,263.0,1.5562130177514792,0
333-7961,157,0,276.2,95.0,46.95,165.8,119.0,14.09,151.6,79.0,6.82,2.2,4.0,0.59,3,False,595.8000000000001,297.0,1.89171974522293,0
333-8180,140,0,235.5,81.0,40.04,257.2,130.0,21.86,103.1,111.0,4.64,11.5,4.0,3.11,2,False,607.3,326.0,2.3285714285714287,0
333-8822,64,40,210.0,116.0,35.7,232.7,89.0,19.78,168.8,94.0,7.6,5.9,4.0,1.59,8,False,617.4,303.0,4.734375,1
333-8954,129,37,205.0,94.0,34.85,165.4,103.0,14.06,185.0,81.0,8.32,11.7,8.0,3.16,1,False,567.1,286.0,2.2170542635658914,0
333-8996,133,0,176.8,92.0,30.06,187.5,97.0,15.94,196.8,88.0,8.86,6.5,3.0,1.76,2,False,567.6,280.0,2.1052631578947367,0
333-9002,131,0,131.6,95.0,22.37,179.3,109.0,15.24,251.2,129.0,11.3,15.5,3.0,4.19,1,True,577.5999999999999,336.0,2.564885496183206,0
333-9133,177,0,175.4,99.0,29.82,155.3,83.0,13.2,179.4,86.0,8.07,11.5,3.0,3.11,1,False,521.6,271.0,1.5310734463276836,0
333-9253,64,19,180.1,106.0,30.62,127.5,92.0,10.84,237.4,118.0,10.68,7.5,3.0,2.03,0,False,552.5,319.0,4.984375,0
333-9266,128,0,148.5,105.0,25.25,243.0,106.0,20.66,255.2,114.0,11.48,6.8,2.0,1.84,1,False,653.5,327.0,2.5546875,0
333-9511,141,37,185.4,87.0,31.52,178.5,128.0,15.17,218.3,107.0,9.82,8.0,3.0,2.16,4,False,590.2,325.0,2.3049645390070923,1
333-9643,148,0,216.2,95.0,36.75,185.7,105.0,15.78,300.0,143.0,13.5,10.0,5.0,2.7,2,False,711.9,348.0,2.3513513513513513,0
333-9664,152,20,214.6,108.0,36.48,96.6,82.0,8.21,170.7,145.0,7.68,7.9,5.0,2.13,1,False,489.79999999999995,340.0,2.236842105263158,0
333-9728,123,27,218.7,79.0,37.18,163.4,78.0,13.89,173.8,116.0,7.82,15.0,1.0,4.05,0,False,570.9000000000001,274.0,2.227642276422764,0
333-9826,75,0,122.8,89.0,20.88,211.3,104.0,17.96,261.4,91.0,11.76,10.7,2.0,2.89,2,False,606.2,286.0,3.8133333333333335,0
334-1275,155,0,203.4,100.0,34.58,190.9,104.0,16.23,196.0,119.0,8.82,8.9,4.0,2.4,0,True,599.1999999999999,327.0,2.109677419354839,0
334-1311,157,30,194.3,107.0,33.03,243.2,108.0,20.67,322.2,114.0,14.5,7.1,5.0,1.92,1,False,766.8000000000001,334.0,2.127388535031847,0
334-1337,86,0,223.9,75.0,38.06,155.7,109.0,13.23,150.2,143.0,6.76,7.3,9.0,1.97,1,False,537.0999999999999,336.0,3.9069767441860463,0
334-1339,102,0,158.0,94.0,26.86,207.9,100.0,17.67,190.4,120.0,8.57,10.1,10.0,2.73,0,False,566.4,324.0,3.176470588235294,0
334-1508,91,37,162.3,107.0,27.59,233.9,115.0,19.88,277.4,94.0,12.48,9.2,4.0,2.48,0,False,682.8000000000001,320.0,3.5164835164835164,0
334-1872,112,0,193.3,96.0,32.86,264.1,123.0,22.45,128.6,115.0,5.79,9.1,3.0,2.46,4,False,595.1,337.0,3.0089285714285716,1
334-2577,95,0,238.1,65.0,40.48,187.2,98.0,15.91,190.0,115.0,8.55,11.8,4.0,3.19,4,False,627.0999999999999,282.0,2.968421052631579,1
334-2729,60,0,135.4,134.0,23.02,205.9,85.0,17.5,204.0,103.0,9.18,7.9,4.0,2.13,1,False,553.1999999999999,326.0,5.433333333333334,0
334-2730,151,0,134.5,88.0,22.87,143.1,112.0,12.16,223.9,61.0,10.08,15.4,1.0,4.16,1,False,516.9,262.0,1.7350993377483444,0
334-2800,142,38,163.3,104.0,27.76,136.0,114.0,11.56,249.1,127.0,11.21,4.3,6.0,1.16,0,False,552.6999999999999,351.0,2.471830985915493,0
334-2961,155,0,163.1,94.0,27.73,291.7,108.0,24.79,96.4,111.0,4.34,11.2,3.0,3.02,0,False,562.4,316.0,2.0387096774193547,0
334-3142,155,0,163.0,93.0,27.71,203.9,102.0,17.33,159.0,109.0,7.15,15.1,4.0,4.08,2,False,541.0,308.0,1.9870967741935484,0
334-3289,169,0,179.2,111.0,30.46,175.2,130.0,14.89,228.6,92.0,10.29,9.9,6.0,2.67,2,False,592.9,339.0,2.0059171597633134,0
334-4354,121,0,213.2,79.0,36.24,120.7,116.0,10.26,244.4,102.0,11.0,7.5,4.0,2.03,1,False,585.8,301.0,2.487603305785124,0
334-4438,90,0,37.8,80.0,6.43,155.3,105.0,13.2,175.0,111.0,7.88,14.2,5.0,3.83,3,False,382.3,301.0,3.3444444444444446,0
334-4506,96,29,150.0,91.0,25.5,159.4,75.0,13.55,228.1,55.0,10.26,8.5,3.0,2.3,1,False,546.0,224.0,2.3333333333333335,0
334-4678,20,35,171.5,98.0,29.16,153.1,127.0,13.01,165.6,125.0,7.45,7.1,3.0,1.92,0,False,497.30000000000007,353.0,17.65,0
334-5029,115,0,286.4,125.0,48.69,205.7,74.0,17.48,191.4,141.0,8.61,6.9,6.0,1.86,1,True,690.4,346.0,3.008695652173913,0
334-5223,28,0,168.2,87.0,28.59,161.7,92.0,13.74,192.4,112.0,8.66,10.1,3.0,2.73,3,False,532.4,294.0,10.5,0
334-5263,79,0,41.9,124.0,7.12,211.0,95.0,17.94,237.9,55.0,10.71,11.4,5.0,3.08,1,False,502.2,279.0,3.5316455696202533,0
334-5337,91,0,231.8,120.0,39.41,150.6,106.0,12.8,269.2,129.0,12.11,11.6,7.0,3.13,3,False,663.1999999999999,362.0,3.978021978021978,0
334-5634,150,0,169.2,123.0,28.76,216.8,83.0,18.43,179.4,107.0,8.07,12.6,3.0,3.4,1,False,578.0,316.0,2.1066666666666665,0
334-5844,83,20,95.0,89.0,16.15,167.9,92.0,14.27,200.6,79.0,9.03,11.2,2.0,3.02,0,False,474.7,262.0,3.1566265060240966,0
334-6129,77,44,103.2,117.0,17.54,236.3,86.0,20.09,203.5,101.0,9.16,11.9,2.0,3.21,0,True,554.9,306.0,3.9740259740259742,0
334-6142,13,0,146.4,74.0,24.89,148.5,92.0,12.62,216.7,96.0,9.75,11.3,3.0,3.05,1,False,522.9,265.0,20.384615384615383,0
334-6519,76,0,272.7,97.0,46.36,236.4,95.0,20.09,235.5,105.0,10.6,7.7,2.0,2.08,0,True,752.3000000000001,299.0,3.9342105263157894,0
334-6605,85,0,176.4,122.0,29.99,224.9,123.0,19.12,219.6,50.0,9.88,11.5,1.0,3.11,1,False,632.4,296.0,3.4823529411764707,0
334-7443,79,0,130.2,119.0,22.13,290.9,121.0,24.73,194.8,140.0,8.77,14.0,6.0,3.78,3,False,629.9,386.0,4.886075949367089,0
334-7618,93,0,239.8,70.0,40.77,251.8,99.0,21.4,168.6,112.0,7.59,10.9,10.0,2.94,1,False,671.1,291.0,3.129032258064516,0
334-7685,43,0,84.2,134.0,14.31,80.8,103.0,6.87,196.1,79.0,8.82,10.8,2.0,2.92,1,False,371.90000000000003,318.0,7.395348837209302,0
334-8694,105,0,270.9,98.0,46.05,226.2,110.0,19.23,178.8,60.0,8.05,8.8,5.0,2.38,0,True,684.6999999999999,273.0,2.6,0
334-8817,90,0,193.7,83.0,32.93,154.2,79.0,13.11,299.0,60.0,13.46,12.7,3.0,3.43,1,False,659.6,225.0,2.5,0
334-8967,120,24,212.7,73.0,36.16,257.5,103.0,21.89,227.8,119.0,10.25,9.7,13.0,2.62,2,False,707.7,308.0,2.566666666666667,0
334-9163,166,28,175.8,126.0,29.89,253.6,76.0,21.56,128.5,72.0,5.78,11.4,5.0,3.08,1,False,569.3,279.0,1.680722891566265,0
334-9182,21,19,132.7,94.0,22.56,204.6,101.0,17.39,154.7,78.0,6.96,12.9,7.0,3.48,3,False,504.8999999999999,280.0,13.333333333333334,0
334-9505,132,36,226.2,103.0,38.45,181.6,125.0,15.44,258.8,102.0,11.65,10.5,5.0,2.84,3,True,677.0999999999999,335.0,2.537878787878788,0
334-9806,80,0,206.3,97.0,35.07,154.9,98.0,13.17,263.6,82.0,11.86,12.4,12.0,3.35,0,False,637.2,289.0,3.6125,0
334-9818,130,0,115.6,129.0,19.65,167.8,104.0,14.26,141.8,124.0,6.38,12.6,9.0,3.4,1,False,437.8,366.0,2.8153846153846156,0
335-1697,108,0,198.5,99.0,33.75,267.8,60.0,22.76,354.9,75.0,15.97,9.4,3.0,2.54,0,True,830.6,237.0,2.1944444444444446,0
335-1838,132,0,99.5,110.0,16.92,129.1,80.0,10.97,125.1,124.0,5.63,9.7,3.0,2.62,0,False,363.4,317.0,2.4015151515151514,0
335-1874,87,0,322.5,106.0,54.83,204.6,93.0,17.39,186.2,128.0,8.38,9.4,4.0,2.54,2,True,722.6999999999999,331.0,3.8045977011494254,0
335-2019,159,0,275.8,103.0,46.89,189.5,108.0,16.11,223.9,93.0,10.08,7.4,5.0,2.0,2,True,696.6,309.0,1.9433962264150944,0
335-2261,77,0,175.5,86.0,29.84,205.1,78.0,17.43,245.2,100.0,11.03,17.8,3.0,4.81,4,False,643.5999999999999,267.0,3.4675324675324677,1
335-2274,21,0,244.7,81.0,41.6,168.0,117.0,14.28,281.5,87.0,12.67,6.6,1.0,1.78,1,False,700.8000000000001,286.0,13.619047619047619,0
335-2331,150,0,146.3,133.0,24.87,202.7,95.0,17.23,234.7,103.0,10.56,13.1,3.0,3.54,1,False,596.8000000000001,334.0,2.2266666666666666,0
335-2967,60,0,289.8,101.0,49.27,255.6,115.0,21.73,242.8,76.0,10.93,11.7,4.0,3.16,2,True,799.9000000000001,296.0,4.933333333333334,0
335-3110,36,25,152.8,110.0,25.98,242.8,67.0,20.64,147.4,74.0,6.63,9.1,2.0,2.46,1,False,552.1,253.0,7.027777777777778,0
335-3133,139,0,181.6,119.0,30.87,335.7,118.0,28.53,149.8,64.0,6.74,8.3,6.0,2.24,4,False,675.3999999999999,307.0,2.20863309352518,1
335-3320,118,0,140.4,112.0,23.87,187.1,60.0,15.9,207.9,155.0,9.36,7.9,1.0,2.13,0,False,543.3,328.0,2.7796610169491527,0
335-3681,75,0,147.5,110.0,25.08,191.7,97.0,16.29,135.0,68.0,6.08,16.4,3.0,4.43,2,False,490.59999999999997,278.0,3.7066666666666666,0
335-3880,93,0,114.3,100.0,19.43,221.1,103.0,18.79,126.3,88.0,5.68,10.9,9.0,2.94,0,False,472.59999999999997,300.0,3.225806451612903,0
335-3913,186,26,74.3,107.0,12.63,177.3,116.0,15.07,296.3,90.0,13.33,14.5,3.0,3.92,2,False,562.4000000000001,316.0,1.6989247311827957,0
335-4414,110,0,185.1,100.0,31.47,165.1,88.0,14.03,111.6,104.0,5.02,6.3,4.0,1.7,3,False,468.09999999999997,296.0,2.690909090909091,0
335-4584,146,0,206.3,151.0,35.07,148.6,89.0,12.63,167.2,91.0,7.52,6.1,3.0,1.65,1,False,528.1999999999999,334.0,2.287671232876712,0
335-4719,117,0,184.5,97.0,31.37,351.6,80.0,29.89,215.8,90.0,9.71,8.7,4.0,2.35,1,False,760.6000000000001,271.0,2.3162393162393164,0
335-4858,162,0,70.7,108.0,12.02,157.5,87.0,13.39,154.8,82.0,6.97,9.1,3.0,2.46,4,True,392.1,280.0,1.728395061728395,1
335-4888,136,0,269.8,106.0,45.87,228.8,101.0,19.45,257.5,106.0,11.59,10.1,8.0,2.73,1,True,766.2,321.0,2.360294117647059,0
335-5591,1,0,196.1,107.0,33.34,296.5,82.0,25.2,211.5,91.0,9.52,7.0,2.0,1.89,1,False,711.1,282.0,282.0,0
335-5806,56,29,37.7,115.0,6.41,144.1,111.0,12.25,226.6,101.0,10.2,4.9,3.0,1.32,1,False,413.29999999999995,330.0,5.892857142857143,0
335-5882,167,0,207.6,88.0,35.29,132.4,63.0,11.25,255.2,98.0,11.48,14.1,5.0,3.81,0,False,609.3000000000001,254.0,1.5209580838323353,0
335-6508,77,0,245.2,87.0,41.68,254.1,83.0,21.6,239.4,91.0,10.77,7.5,4.0,2.03,0,True,746.1999999999999,265.0,3.4415584415584415,0
335-6832,116,0,245.9,73.0,41.8,240.1,87.0,20.41,158.7,89.0,7.14,8.9,5.0,2.4,3,False,653.6,254.0,2.189655172413793,0
335-7144,84,0,225.9,86.0,38.4,275.6,105.0,23.43,201.4,108.0,9.06,14.3,3.0,3.86,3,True,717.1999999999999,302.0,3.5952380952380953,0
335-7257,92,16,184.0,99.0,31.28,76.4,134.0,6.49,185.1,96.0,8.33,12.7,3.0,3.43,2,False,458.2,332.0,3.608695652173913,0
335-7324,119,22,172.1,119.0,29.26,223.6,133.0,19.01,150.0,94.0,6.75,13.9,20.0,3.75,1,True,559.6,366.0,3.0756302521008405,0
335-8146,128,0,158.8,75.0,27.0,264.8,91.0,22.51,270.0,77.0,12.15,7.6,7.0,2.05,1,False,701.2,250.0,1.953125,0
335-8427,113,0,156.0,141.0,26.52,256.8,72.0,21.83,175.3,123.0,7.89,11.9,5.0,3.21,2,False,600.0,341.0,3.017699115044248,0
335-8836,160,0,174.3,105.0,29.63,171.3,107.0,14.56,220.8,131.0,9.94,8.3,2.0,2.24,0,False,574.7,345.0,2.15625,0
335-9066,74,0,162.7,102.0,27.66,292.0,105.0,24.82,183.3,80.0,8.25,8.7,6.0,2.35,0,False,646.7,293.0,3.9594594594594597,0
335-9501,45,0,112.8,108.0,19.18,218.8,120.0,18.6,240.2,106.0,10.81,9.0,3.0,2.43,2,False,580.8,337.0,7.488888888888889,0
335-9726,61,25,163.7,78.0,27.83,113.2,112.0,9.62,134.1,118.0,6.03,9.9,3.0,2.67,3,False,420.9,311.0,5.098360655737705,0
335-9786,90,0,214.9,97.0,36.53,117.8,117.0,10.01,133.7,78.0,6.02,11.8,2.0,3.19,2,False,478.2,294.0,3.2666666666666666,0
336-1043,1,0,123.8,113.0,21.05,236.2,77.0,20.08,73.2,81.0,3.29,3.7,2.0,1.0,0,False,436.9,273.0,273.0,0
336-1090,127,22,166.0,114.0,28.22,174.5,103.0,14.83,244.9,68.0,11.02,10.2,6.0,2.75,1,False,595.6,291.0,2.2913385826771653,0
336-1353,121,20,211.9,110.0,36.02,215.1,120.0,18.28,238.5,107.0,10.73,9.4,2.0,2.54,0,False,674.9,339.0,2.8016528925619837,0
336-1462,36,0,202.4,115.0,34.41,230.7,115.0,19.61,202.0,127.0,9.09,10.2,2.0,2.75,3,False,645.3000000000001,359.0,9.972222222222221,0
336-1574,125,0,168.6,99.0,28.66,175.6,107.0,14.93,243.3,92.0,10.95,10.9,7.0,2.94,0,False,598.4,305.0,2.44,0
336-1749,123,0,159.5,77.0,27.12,303.8,92.0,25.82,226.9,120.0,10.21,12.0,4.0,3.24,0,False,702.2,293.0,2.3821138211382116,0
336-1880,127,19,129.7,115.0,22.05,160.8,101.0,13.67,265.0,63.0,11.93,12.2,3.0,3.29,2,False,567.7,282.0,2.220472440944882,0
336-2090,99,0,155.3,93.0,26.4,265.7,95.0,22.58,145.7,67.0,6.56,12.4,4.0,3.35,0,False,579.1,259.0,2.6161616161616164,0
336-2190,95,0,237.3,83.0,40.34,154.0,65.0,13.09,237.0,105.0,10.67,11.2,6.0,3.02,1,False,639.5,259.0,2.7263157894736842,0
336-2322,16,0,161.9,100.0,27.52,230.1,138.0,19.56,148.8,78.0,6.7,10.2,11.0,2.75,3,False,551.0,327.0,20.4375,0
336-2829,174,0,139.4,96.0,23.7,143.4,108.0,12.19,225.2,107.0,10.13,10.0,5.0,2.7,2,False,518.0,316.0,1.8160919540229885,0
336-3488,189,0,227.4,84.0,38.66,176.0,81.0,14.96,206.1,120.0,9.27,6.3,4.0,1.7,2,False,615.8,289.0,1.529100529100529,0
336-3738,120,0,184.5,103.0,31.37,209.0,86.0,17.77,169.7,70.0,7.64,10.2,6.0,2.75,2,False,573.4000000000001,265.0,2.2083333333333335,0
336-3819,122,0,296.4,99.0,50.39,214.8,89.0,18.26,133.9,107.0,6.03,11.4,3.0,3.08,4,True,656.5,298.0,2.442622950819672,1
336-4281,132,31,174.5,101.0,29.67,245.6,105.0,20.88,172.8,76.0,7.78,10.3,9.0,2.78,1,False,603.2,291.0,2.2045454545454546,0
336-4656,102,0,102.6,89.0,17.44,246.0,77.0,20.91,170.5,140.0,7.67,9.1,4.0,2.46,2,False,528.2,310.0,3.0392156862745097,0
336-4960,65,0,207.7,109.0,35.31,217.5,117.0,18.49,125.6,111.0,5.65,8.0,5.0,2.16,1,False,558.8,342.0,5.2615384615384615,0
336-5406,78,0,225.1,67.0,38.27,199.2,127.0,16.93,175.5,102.0,7.9,14.6,2.0,3.94,0,False,614.4,298.0,3.8205128205128207,0
336-5495,107,0,204.5,108.0,34.77,162.4,110.0,13.8,155.0,102.0,6.98,13.4,1.0,3.62,3,False,535.3,321.0,3.0,0
336-5616,85,0,225.0,81.0,38.25,176.9,63.0,15.04,194.3,110.0,8.74,7.1,2.0,1.92,3,False,603.3000000000001,256.0,3.011764705882353,0
336-5661,74,0,136.7,106.0,23.24,228.6,105.0,19.43,265.3,114.0,11.94,9.8,4.0,2.65,0,False,640.3999999999999,329.0,4.445945945945946,0
336-5702,112,0,170.4,103.0,28.97,200.2,71.0,17.02,258.3,100.0,11.62,11.6,4.0,3.13,1,False,640.5000000000001,278.0,2.482142857142857,0
336-5900,66,0,205.1,102.0,34.87,232.7,109.0,19.78,259.9,95.0,11.7,9.2,6.0,2.48,2,False,706.9,312.0,4.7272727272727275,0
336-5920,122,0,232.5,96.0,39.53,205.5,120.0,17.47,213.7,91.0,9.62,11.9,2.0,3.21,0,False,663.6,309.0,2.5327868852459017,0
336-6085,49,0,213.8,79.0,36.35,265.1,93.0,22.53,239.8,128.0,10.79,15.6,7.0,4.21,0,False,734.3000000000001,307.0,6.26530612244898,0
336-6128,115,33,145.0,72.0,24.65,194.5,157.0,16.53,242.3,138.0,10.9,14.2,3.0,3.83,2,False,596.0,370.0,3.217391304347826,0
336-6533,74,0,262.3,114.0,44.59,198.9,96.0,16.91,165.9,90.0,7.47,6.6,5.0,1.78,3,False,633.7,305.0,4.121621621621622,0
336-6907,62,0,172.4,132.0,29.31,230.5,100.0,19.59,228.2,109.0,10.27,11.0,5.0,2.97,0,False,642.0999999999999,346.0,5.580645161290323,0
336-6997,136,0,252.4,74.0,42.91,167.9,81.0,14.27,248.3,110.0,11.17,10.7,3.0,2.89,2,False,679.3000000000001,268.0,1.9705882352941178,0
336-7143,140,0,112.8,89.0,19.18,156.7,65.0,13.32,249.6,85.0,11.23,16.3,6.0,4.4,0,False,535.4,245.0,1.75,0
336-7155,98,23,245.5,54.0,41.74,292.7,83.0,24.88,184.0,90.0,8.28,10.8,7.0,2.92,1,False,733.0,234.0,2.3877551020408165,0
336-7357,74,32,174.6,107.0,29.68,310.6,115.0,26.4,234.7,92.0,10.56,9.0,4.0,2.43,1,False,728.9000000000001,318.0,4.297297297297297,0
336-7600,65,0,187.9,116.0,31.94,157.6,117.0,13.4,227.3,86.0,10.23,7.5,6.0,2.03,1,False,580.3,325.0,5.0,0
336-7696,144,0,133.3,101.0,22.66,255.5,127.0,21.72,228.6,68.0,10.29,11.6,2.0,3.13,0,False,629.0,298.0,2.0694444444444446,0
